都道府県名,地方公共団体コード,施設コード,地方公共団体名,施設名称,年間処理量_t/年度,資源化量_資源化物回収_t/年度,資源化量_発生ガス回収_m3/年度,資源化量_生産量・搬出量の別,処理対象廃棄物_可燃ごみ,処理対象廃棄物_混合（未分別）ごみ,処理対象廃棄物_粗大ごみ,処理対象廃棄物_固形化燃料,処理対象廃棄物_その他,処理対象廃棄物_不燃ごみ,処理対象廃棄物_資源ごみ,処理対象廃棄物_ごみ処理残渣,処理対象廃棄物_し尿処理残渣,処理対象廃棄物_その他（具体的）,施設の種類,施設の種類_その他（具体的）,処理方式,炉型式,ごみ処理事業実施方式,施設全体の処理能力_t/日,炉数,使用開始年度,余熱利用の状況_場内温水,余熱利用の状況_場内蒸気,余熱利用の状況_発電（場内利用）,余熱利用の状況_場外温水,余熱利用の状況_場外蒸気,余熱利用の状況_発電（場外利用）,余熱利用の状況_その他,余熱利用の状況_無し,余熱利用量（仕様値・公称値）_余熱利用量_MJ,余熱利用量（仕様値・公称値）_うち外部熱供給量_MJ,余熱利用量（実績値）_余熱利用量_MJ,余熱利用量（実績値）_うち外部熱供給量_MJ,発電能力_発電能力_kW,発電能力_発電効率（仕様値・公称値）_％,発電能力_総発電量（実績値）_MWh,発電能力_うち外部供給量（実績値）_MWh,余剰電力利用（売電）_売電量_MWh/年,余剰電力利用（売電）_売電収入_円/年,余剰電力利用（売電）_売電価格(単価)_固定価格_円/kWh,余剰電力利用（売電）_売電価格(単価)_重負荷_円/kWh,余剰電力利用（売電）_売電価格(単価)_昼間_円/kWh,余剰電力利用（売電）_売電価格(単価)_夜間_円/kWh,契約電力会社名_（受電）,契約電力会社名_（売電）,売電において活用している制度_ＦＩＴ,売電において活用している制度_ＲＰＳ,売電において活用している制度_その他,売電において活用している制度_その他_具体的な制度名,売電の配分割合の方法_経費に充当,売電の配分割合の方法_経費に充当_充当後の分担金の計算方法,売電の配分割合の方法_経費に充当_充当後の分担金の計算方法_その他の計算方法,売電の配分割合の方法_基金に積立,売電の配分割合の方法_基金に積立_活用内容,売電の配分割合の方法_基金に積立_活用内容_その他の活用内容,売電の配分割合の方法_その他,売電の配分割合の方法_その他_具体的な方法,灰処理設備の有無_（焼却灰）_セメント固化,灰処理設備の有無_（焼却灰）_薬剤処理,灰処理設備の有無_（焼却灰）_溶融処理,灰処理設備の有無_（焼却灰）_その他,灰処理設備の有無_（焼却灰）_無し,灰処理設備の有無_（飛灰）_セメント固化,灰処理設備の有無_（飛灰）_薬剤処理,灰処理設備の有無_（飛灰）_溶融処理,灰処理設備の有無_（飛灰）_その他,灰処理設備の有無_（飛灰）_無し,運転管理体制,施設の改廃_新設（建設中）,施設の改廃_新設（新規稼働）,施設の改廃_能力変更,施設の改廃_休止,施設の改廃_廃止,施設の改廃_移管,産業廃棄物の搬入の有無,一般廃棄物の割合_％,ごみ組成分析結果（乾ベース）_合計_％,ごみ組成分析結果（乾ベース）_紙・布類_％,ごみ組成分析結果（乾ベース）_ﾋﾞﾆｰﾙ、合成樹脂、ｺﾞﾑ、皮革類_％,ごみ組成分析結果（乾ベース）_木、竹、わら類_％,ごみ組成分析結果（乾ベース）_ちゅう芥類_％,ごみ組成分析結果（乾ベース）_不燃物類_％,ごみ組成分析結果（乾ベース）_その他_％,単位容積重量_kg/m3,三成分_合計_％,三成分_水分_％,三成分_可燃分_％,三成分_灰分_％,低位発熱量_(計算値)_kJ/kg,低位発熱量_(実測値)_kJ/kg,リユース・リペアの対象品目_合計_重量_t/年度,リユース・リペアの対象品目_合計_個数_個・台等,リユース・リペアの対象品目_家具_対象,リユース・リペアの対象品目_家具_重量_t/年度,リユース・リペアの対象品目_家具_個数_個・台等,リユース・リペアの対象品目_自転車_対象,リユース・リペアの対象品目_自転車_重量_t/年度,リユース・リペアの対象品目_自転車_個数_個・台等,リユース・リペアの対象品目_衣類_対象,リユース・リペアの対象品目_衣類_重量_t/年度,リユース・リペアの対象品目_衣類_個数_個・台等,リユース・リペアの対象品目_書籍_対象,リユース・リペアの対象品目_書籍_重量_t/年度,リユース・リペアの対象品目_書籍_個数_個・台等,リユース・リペアの対象品目_家電_対象,リユース・リペアの対象品目_家電_重量_t/年度,リユース・リペアの対象品目_家電_個数_個・台等,リユース・リペアの対象品目_傘_対象,リユース・リペアの対象品目_傘_重量_t/年度,リユース・リペアの対象品目_傘_個数_個・台等,リユース・リペアの対象品目_食器_対象,リユース・リペアの対象品目_食器_重量_t/年度,リユース・リペアの対象品目_食器_個数_個・台等,リユース・リペアの対象品目_おもちゃ_対象,リユース・リペアの対象品目_おもちゃ_重量_t/年度,リユース・リペアの対象品目_おもちゃ_個数_個・台等,リユース・リペアの対象品目_その他_対象,リユース・リペアの対象品目_その他_重量_t/年度,リユース・リペアの対象品目_その他_個数_個・台等,リユース・リペア機能・内容_修理,リユース・リペア機能・内容_展示,リユース・リペア機能・内容_販売,リユース・リペア機能・内容_譲渡,リユース・リペア機能・内容_機能なし
香川県,37201,3710002,高松市,高松市南部クリーンセンター,57507,2065,,資源化物搬出量,○,,,,,,,○,,,ガス化溶融・改質,,流動床式,全連続運転,その他公設民営,300,3,2003,○,○,○,○,,○,,,303750000,35031240,275729000,5994982,2800,11.28,16962,0,1978,33069343,18.7,11,11,11,四国電力,四国電力送配電（株），ダイヤモンドパワー（株）,,,,,,,,,,,,,,,○,,,○,○,,○,,委託,,,,,,,無し,,100,54.9,11,17.6,11.8,1.4,3.3,180,100,47.3,47.3,5.4,0,8335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
香川県,37201,3710001,高松市,高松市西部クリーンセンター,58607,0,0,,○,,,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、直営）,280,2,1988,○,○,○,○,,○,,,69861120,7326380,25494467,9640200,3000,9.58,17214,0,11500,181480410,,15.78,15.78,15.78,四国電力,ミツウロコグリーンエネルギー,,,○,非化石証書やグリーン電力証書などの活用,,,,,,,,,,,,,○,,○,,,,直営,,,,,,,無し,,100,68,12.6,9.7,6,1,2.7,114.8,100,41.3,53.3,5.4,9644,9007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
香川県,37364,3710022,直島町,直島町焼却施設,1319,141,,資源化物搬出量,○,,,,,,,,,,焼却,,ストーカ式（可動）,バッチ運転,DB（公設公営、運転委託）,6,1,2016,,,,,,,,○,,,,,,,,,,,,,,,中国電力株式会社,,,,,,,,,,,,,,,,,,○,,,,,○,委託,,,,,,,無し,,100,40.1,23.1,14.8,11.8,1.9,8.3,152.5,100,42.9,49.5,7.6,8240,8858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
香川県,37866,3710003,小豆地区広域行政事務組合,小豆地区広域行政事務組合小豆島クリーンセンター,9751,0,0,,○,,,,,,,,,,焼却,,ストーカ式（可動）,准連続運転,DB（公設公営、直営）,50,2,1994,○,,,,,,,,113,,92,,,,,,,,,,,,中国電力(株),,,,,,,,,,,,,,,,,,○,,○,,,,直営,,,,,,,無し,,100,33.9,15.7,38.5,6.5,0.4,5,116.8,100,46.6,47.6,5.8,7785.8,8946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
香川県,37867,3710004,中讃広域行政事務組合,クリントピア丸亀,41565,0,0,,○,,○,,○,,,○,○,,焼却,,流動床式,全連続運転,DB+M（公設公営、維持管理のみ委託）,260,2,1997,○,○,○,,,○,,,7951096,,3062537,,1950,7.19,9553,0,1885,16583789,8,8,8,8,荏原環境プラント株式会社,荏原環境プラント株式会社,,○,,,,,,,,,○,民間事業者に維持管理を長期包括委託しており、売電収入は受託者側のリスク分担範囲としている。,,,,,○,○,○,,,,委託,,,,,,,有り,93,100,51.8,33.3,6.1,5.6,0.1,3.1,143,100,43.7,51.9,4.4,8678,11505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
香川県,37867,3710005,中讃広域行政事務組合,仲善クリーンセンター,12957,0,0,,○,,,,,,,,,,焼却,,ストーカ式（可動）,准連続運転,DB+O（公設民営、長期包括運営委託）,90,2,1997,○,,,,,,,,752640,,35186,,,,,,,,,,,,四国電力株式会社,,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,55,28.1,8.7,5.7,0.3,2.2,120.5,100,36.4,58.5,5.1,10139,12705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
香川県,37869,3710006,坂出、宇多津広域行政事務組合,坂出、宇多津広域行政事務組合角山環境センター,18657,0,0,,○,,,,,,,,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,165,2,1985,,,,○,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,○,○,,,,一部委託,,,,,,,無し,,100,46.6,29.1,4.8,15.8,1.1,2.6,212,100,50.7,44.4,4.9,0,9562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
香川県,37882,3710007,香川県東部清掃施設組合,香川東部溶融クリーンセンター,28872,2927,,資源化物搬出量,○,,○,,,○,,,○,,その他,,シャフト式,全連続運転,DB（公設公営、一部運転委託）,210,3,1997,○,○,○,,,○,,,42050496,,49528270,,2700,8.63,7954,0,493,4342539,,,,,四国電力株式会社,四国電力株式会社,,○,,,○,①ごみ量割,,,,,,,,,,,○,○,○,,,,委託,,,,,,,無し,,100,43.9,20.4,10.3,8.3,5.5,11.6,158.33,100,38.7,46.9,14.4,7863,9708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
愛媛県,38201,3810203,松山市,松山市南クリーンセンター,41720,0,0,,○,,,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,300,3,1994,○,○,○,,○,,,,223821965,140939366,119752614,11526451,1950,8.61,9540,0,2791,24563963,,8.8,8.8,8.8,四国電力株式会社,四国電力株式会社,,○,,,,,,,,,,,,,○,,,,○,,,,委託,,,,,,,無し,,100,41.9,17.2,23.8,6.6,2.5,8,205,100,44.4,47.8,7.8,7872,9557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
愛媛県,38201,3810004,松山市,松山市北条クリーンセンター,0,0,0,,○,,,,,,,○,,,焼却,,ストーカ式（可動）,バッチ運転,その他公設公営,40,2,1987,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,○,,,,直営,,,,○,,,無し,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
愛媛県,38201,3810002,松山市,松山市中島クリーンセンター,0,0,0,,○,,,,,,,○,,,焼却,,ストーカ式（可動）,バッチ運転,その他公設公営,5,1,2003,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,○,,,,直営,,,,○,,,無し,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
愛媛県,38201,3810001,松山市,松山市西クリーンセンター,89809,4886,0,資源化物搬出量,○,,,,,,,○,○,,焼却,,ストーカ式（可動）,全連続運転,DBO（公設民営）,420,3,2013,○,○,○,,,○,,,6189120,0,460704,0,6600,18.7,40246,0,22177,286081107,12.9,,,,日立造船株式会社,日立造船株式会社,○,,,,,,,,,,,,,,○,,,,○,,,,委託,,,,,,,無し,,100,43.6,19.2,11.8,12.3,1.1,12,223.9,100,52.7,41.7,5.6,6523,7252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
愛媛県,38202,3810196,今治市,今治市クリーンセンター　可燃ごみ処理施設,47061,0,,,○,,○,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DBO（公設民営）,174,2,2018,,,○,,,○,,,,,,,3800,15.5,22923,196,13982,249065463,17,,15,15,四国電力（株）,四国電力（株）、（株）タクマエナジー,○,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,49.7,23.7,11.6,7.6,2.9,4.5,104.4,100,40.3,51,8.7,11324,10386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
愛媛県,38204,3810011,八幡浜市,八幡浜市環境センター,18446.66,0,,,○,,○,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,84,2,1996,○,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,47.6,19.6,8.2,18.1,1.9,4.6,122.7,100,53.5,40.6,5.9,6310,6309,,360,○,,80,,,,,,,○,,200,,,,,,,,,,○,,50,○,,30,○,○,,○,
愛媛県,38205,3810012,新居浜市,新居浜市清掃センター,33642.66,0,0,,○,,,,,,,,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,201,3,2002,○,,○,,,○,,,141174335,,66990000,,1950,11.98,12897.57,0,,,,,,,,,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,有り,99.9,100,46.1,22.3,11.2,15.3,3.5,1.6,123,100,33.4,60.7,5.9,10585,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
愛媛県,38206,3810013,西条市,西条市道前クリーンセンター,28557,62,,資源化物搬出量,○,,○,,,,,○,,,焼却,,流動床式,全連続運転,その他公設公営,200,2,1991,○,,,,,,,,,,,,,,,,,,,,,,四国電力株式会社,,,,,,,,,,,,,,,,,,○,○,○,,,,委託,,,,,,,有り,100,100,43.9,26.7,8,13.6,1.6,6.2,161.2,100,54.3,40.7,5,6298,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
愛媛県,38207,3810014,大洲市,大洲市環境センター,11929,0,0,,○,,,,,,,,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,90,2,1991,○,,,,,,,,145,,145,,,,,,,,,,,,四国電力,,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,53.1,31.3,5.8,7.7,0,2.1,136.5,100,40.5,54.7,4.8,9263,9493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
愛媛県,38213,3810015,四国中央市,四国中央市クリーンセンター,29195,0,0,,○,,,,○,,,,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,150,3,2000,○,,,,,,,,14366400,0,59860,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,有り,99,100,39.7,29.1,10,12.6,2.4,6.2,101.84,100,51.1,43.4,5.5,8560,6890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
愛媛県,38215,3810017,東温市,東温市クリーンセンター,0,0,0,,○,,,,,,,,,,焼却,,ストーカ式（可動）,バッチ運転,DB（公設公営、直営）,22,2,1997,,,,,,,,○,,,,,,,,,,,,,,,四国電力,,,,,,,,,,,,,,,,,,○,,○,,,,直営,,,,,○,,無し,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
愛媛県,38356,3810019,上島町,高井神クリーンセンター,0,0,0,,○,,,,,,,,,,焼却,,固定床式,バッチ運転,DBO（公設民営）,0.4,1,2002,,,,,,,,○,,,,,,,,,,,,,,,中国電力㈱,,,,,,,,,,,,,,,,,,○,,,,,○,委託,,,,○,,,無し,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
愛媛県,38356,3810018,上島町,魚島クリーンセンター,0,0,0,,○,,,,,,,,,,焼却,,固定床式,バッチ運転,DBO（公設民営）,1,1,2002,,,,,,,,○,,,,,,,,,,,,,,,中国電力㈱,,,,,,,,,,,,,,,,,,○,,,,,○,委託,,,,○,,,無し,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
愛媛県,38356,3810020,上島町,上島クリーンセンター,1718,0,,資源化物搬出量,○,,○,,,,,,,,焼却,,ストーカ式（可動）,バッチ運転,DB（公設公営、運転委託）,9,1,2008,,,,,,,,○,,,,,,,,,,,,,,,中国電力㈱,,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,33.24,45.54,12.86,8.04,0,0.32,134,100,41.92,53.3,4.78,8990,13480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
愛媛県,38422,3810043,内子町,内子町クリーンセンター,3386,0,0,,○,,○,,,,,○,,,焼却,,ストーカ式（可動）,准連続運転,DB（公設公営、運転委託）,21,2,1998,○,,,,,,,,493.92,,8316,,,,,,,,,,,,四国電力株式会社,,,,,,,,,,,,,,,,,,○,○,○,,,,委託,,,,,,,無し,,100,63.3,22.6,4.58,4.85,3.38,1.29,116,100,39.62,52.9,7.48,8971,10591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
愛媛県,38865,3810023,伊予地区ごみ処理施設管理組合,伊予地区清掃センター,17098,0,0,資源化物搬出量,○,,○,,,,,,,,焼却,,ストーカ式（可動）,准連続運転,DB（公設公営、一部運転委託）,80,2,1977,,,,,,,,○,,,,,,,,,,,,,,,四国電力,,,,,,,,,,,,,,,,,,○,,○,,,,一部委託,,,,,,,無し,,100,55.7,13.5,12,13,1.3,4.5,0,100,53,40.9,6.1,6370,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
愛媛県,38888,3810197,宇和島地区広域事務組合,宇和島地区広域事務組合　環境センター,30760,1945,,,○,,○,,,,,○,○,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,120,2,2017,,,○,,,○,,,,,,,2500,14,16403,134,12170,165606447,19,8,8,8,(株)タクマエナジー,"四国電力(株),(株)タクマエナジー",○,,,,○,⑤その他,均等割＋ごみ量＋所在外市町割,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,53.92,24.37,8.78,6.98,2.01,3.94,0,0,0,0,0,16840,20568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
高知県,39201,3910001,高知市,高知市清掃工場,108357,11393,,資源化物搬出量,○,,○,,,,,○,○,,焼却,,ストーカ式（可動）,全連続運転,その他公設公営,600,3,2001,○,○,○,,,○,,,116058096,82898640,15467436,3845800,9000,17.4,55704,1556,,,,,,,,,,,,,,,,,,,,,,,,○,,,,,○,,直営,,,,,,,無し,,100,61.6,21.9,7.6,5.7,0.5,2.7,0,100,42.8,50.6,6.6,0,11010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
高知県,39304,3910002,安田町,安田町清掃センター,0,0,0,,○,,,,,,,,,,焼却,,ストーカ式（可動）,バッチ運転,その他公設公営,8,1,1984,,,,,,,,○,,,,,,,,,,,,,,,なし,なし,,,,,,,,,,,,,,,,,○,,,,,○,直営,,,,○,,,無し,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
高知県,39386,3910003,いの町,吾北塵芥処理場,0,0,0,,○,,,,,,,,,,焼却,,固定床式,バッチ運転,DB（公設公営、一部運転委託）,4,2,1997,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,,,,○,委託,,,,○,,,無し,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
高知県,39412,3910004,四万十町,クリーンセンター銀河,4881,4881,,資源化物搬出量,○,,○,,,,,,○,,焼却,,ストーカ式（可動）,バッチ運転,DBO（公設民営）,25,2,2002,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,53.5,29.7,7.7,5.3,0.6,3.2,143,100,36,57.9,6.1,0,12243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
高知県,39823,3910005,高吾北広域町村事務組合,高吾北清掃センター,6412,0,0,資源化物搬出量,○,,○,,,,,○,○,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、直営）,60,2,1993,○,,,,,,,,21473,,22861,,,,,,,,,,,,四国電力株式会社,,,,,,,,,,,,,,○,,,,,,○,,,,直営,,,,,,,無し,,100,60.5,19.5,5.2,10.4,0.6,3.8,183.3,100,48.5,46.4,5.1,6950,8593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
高知県,39840,3910132,香南清掃組合,香南清掃組合まほろばクリーンセンター,25984,0,0,,○,,,,,,,,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、直営）,120,2,2017,○,,○,○,,,,,792960,327040,722864,190384,1520,12.4,7118,0,3248,42893023,17,,,,四国電力株式会社,四国電力株式会社,○,,,,○,⑤その他,均等割＋ごみ量割＋人口割,,,,,,,,,,○,,○,,,,直営,,,,,,,無し,,100,58.5,22.2,10.1,4.8,0.8,3.6,0,100,45.9,46.1,8,7190,7617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
高知県,39844,3910133,幡多広域市町村圏事務組合,幡多クリーンセンター,29120,4220,,資源化物搬出量,○,○,○,,○,○,,○,○,,ガス化溶融・改質,,シャフト式,全連続運転,DB（公設公営、運転委託）,140,2,2002,○,,○,,,○,,,74338496,,74338496,,1890,8,7888,0,1081,17781403,,,16,,四国電力㈱,四国電力㈱,○,,,,○,③均等割+ごみ量割,,,,,,,,,,,○,,,,○,,委託,,,,,,,有り,90,100,46.4,17.6,21.6,5.2,6.3,2.9,0,100,34.8,56.3,8.9,9732,11657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
高知県,39871,3910009,嶺北広域行政事務組合,嶺北広域清掃センター,2387,0,,,○,,,,,,,,,,焼却,,ストーカ式（可動）,バッチ運転,DB（公設公営、直営）,16,1,1996,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,,○,,,,直営,,,,,,,無し,,100,46.9,31.8,3.9,14.4,1.1,1.9,144.5,100,44.4,51.1,4.5,8508,111113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
高知県,39873,3910010,安芸広域市町村圏事務組合,安芸広域メルトセンター,16159,1975,,資源化物生産量,○,,○,,,,,○,○,,ガス化溶融・改質,,シャフト式,全連続運転,DB（公設公営、運転委託）,80,2,2005,○,,○,,,,,,3732480,,2764800,,1700,9.8,5444,,744,6553197,,,,,四国電力㈱,四国電力㈱,,○,,,○,③均等割+ごみ量割,,,,,,,,,,,○,,,,,○,委託,,,,,,,無し,,100,44.13,28.57,9.82,3.66,3.15,10.67,155.67,100,34.8,57.04,8.16,9877.5,12431.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
高知県,39880,3910011,高知中央西部焼却処理事務組合,北原クリーンセンター,12926,0,0,,○,,,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,120,2,2001,○,,,○,,,,,1883,1674,0,0,,,,,,,,,,,四国電力,,,,,,,,,,,,,,,,,,○,,○,,,,一部委託,,,,,,,有り,71.27,100,54.1,21.5,7.9,12.4,0.9,3.2,118,100,40.6,53.5,5.9,11020,9060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
福岡県,40100,4010002,北九州市,北九州市新門司工場,136840,14490,,資源化物搬出量,,○,○,,,,,,,,ガス化溶融・改質,,シャフト式,全連続運転,DB（公設公営、運転委託）,720,3,2007,○,○,○,,○,○,,,2325792,1271312,1385012,1011750,23500,24,74817,130,42437,629226312,,,,,九州電力(株),九州電力(株)，(株)北九州パワー,○,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,有り,95,100,49,13.7,17.5,7.9,11,0.9,200,100,37.4,52.3,10.3,8921,9758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
福岡県,40100,4010003,北九州市,北九州市日明工場,105169,0,,,,○,○,,,,,,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,600,3,1991,○,○,○,○,○,○,,,141630720,137381798,28116,0,6000,10,33136,13979,6053,49002348,,,,,(株)北九州パワー,(株)北九州パワー,,○,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,有り,98,100,48.8,12.4,18.1,7.8,11.5,1.4,210,100,35.1,54.1,10.8,9314,9725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
福岡県,40100,4010001,北九州市,北九州市皇后崎工場,170010,0,,,,○,○,,,,,,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,810,3,1998,○,○,○,○,○,○,,,17498880,1608768,29023680,0,17200,16.9,90992,9826,55764,462436650,,,,,九州電力(株),(株)北九州パワー,,○,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,有り,93,100,47.1,13.1,19.3,8,11.5,1,200,100,37.1,52.4,10.5,8947,9775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
福岡県,40130,4010007,福岡市,福岡市臨海工場,168121.24,0,0,,○,,,,,,,○,○,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,900,3,2001,○,○,○,,,○,,,7444954,0,,,25000,17.4,95622.61,0,62844.24,747280845,,11.89,11.89,11.89,九州電力（株）,ダイヤモンドパワー（株）,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,有り,95.2,100,47.2,29.2,7.5,8.8,2.3,5,210,100,36.6,58.1,5.3,12459.1,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
福岡県,40130,4010005,福岡市,福岡市西部工場,108427.59,0,0,,○,,,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,750,3,1992,○,○,○,,○,○,,,110553408,38974522,10276949,5215614,10000,9.2,43258.67,2167,18122.26,166722530,,11.25,10.48,8.06,九州電力（株）,九州電力（株）,,○,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,有り,92.5,100,47.8,29.9,5.6,11.2,2.2,3.3,190,100,40.1,53.8,6.1,11884.2,11800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
福岡県,40130,4010004,福岡市,福岡市玄界島焼却場,93.407,0,0,,○,,,,,,,,,,焼却,,ストーカ式（可動）,バッチ運転,DB（公設公営、運転委託）,1,1,2014,,,,,,,,○,,,,,,,,,,,,,,,九州電力（株）,,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,40.6,22,5,26.6,4.3,1.5,280,100,61,35.4,3.6,6241,5440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
福岡県,40203,4010008,久留米市,久留米市上津クリーンセンター,44607.99,3963.32,,資源化物搬出量,○,,○,,,,,,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,300,3,1993,○,,○,○,,○,,,55527360,28089600,,,1500,8.76,8207.34,,1783.34,17600903,,,10.23,8.03,九州電力株式会社,九州電力株式会社,,○,,,,,,,,,,,,,,,○,○,○,,,,委託,,,,,,,無し,,100,44,30.6,7.8,12.1,2,3.5,175,100,47.4,46.9,5.7,0,10125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
福岡県,40203,4010034,久留米市,久留米市宮ノ陣クリーンセンター,31458,4126.1,,資源化物搬出量,○,,○,,,○,,○,,,焼却,,ストーカ式（可動）,全連続運転,DBO（公設民営）,163,2,2016,○,,○,○,,○,,,39748800,39748800,,,3560,21.5,17602.144,,,,,,,,,,,,,,,,,,,,,,,,,,○,○,○,,,,委託,,,,,,,無し,,100,44.8,29.9,9.9,10.6,2,2.8,170,100,37.9,55,7.1,0,12803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
