都道府県名,地方公共団体名,施設名称,年間処理量_t/年度,処理方式,炉型式,ごみ処理事業実施方式,炉数,使用開始年度,余熱利用量（仕様値・公称値）_余熱利用量_MJ,余熱利用量（仕様値・公称値）_うち外部熱供給量_MJ,余熱利用量（実績値）_余熱利用量_MJ,余熱利用量（実績値）_うち外部熱供給量_MJ,発電能力_発電能力_kW,発電能力_発電効率（仕様値・公称値）_％,発電能力_総発電量（実績値）_MWh,発電能力_うち外部供給量（実績値）_MWh,余剰電力利用（売電）_売電量_MWh/年,余剰電力利用（売電）_売電収入_円/年,余剰電力利用（売電）_売電価格(単価)_固定価格_円/kWh,余剰電力利用（売電）_売電価格(単価)_重負荷_円/kWh,余剰電力利用（売電）_売電価格(単価)_昼間_円/kWh,余剰電力利用（売電）_売電価格(単価)_夜間_円/kWh,ごみ組成分析結果（乾ベース）_合計_％,ごみ組成分析結果（乾ベース）_紙・布類_％,ごみ組成分析結果（乾ベース）_ﾋﾞﾆｰﾙ、合成樹脂、ｺﾞﾑ、皮革類_％,ごみ組成分析結果（乾ベース）_木、竹、わら類_％,ごみ組成分析結果（乾ベース）_ちゅう芥類_％,ごみ組成分析結果（乾ベース）_不燃物類_％,ごみ組成分析結果（乾ベース）_その他_％,単位容積重量_kg/m3,三成分_合計_％,三成分_水分_％,三成分_可燃分_％,三成分_灰分_％,低位発熱量_(計算値)_kJ/kg,低位発熱量_(実測値)_kJ/kg
和歌山県,和歌山市,青岸エネルギーセンター,120615.07,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,1986,211680000,,305506201,,4300,10.39,33434,2747,,,,,,,100,47.1,26.6,9.6,8.8,6.3,1.6,118,100,38.8,50.1,11.1,8549,9600
和歌山県,和歌山市,青岸クリーンセンター,0,流動床式,全連続運転,DB+M（公設公営、維持管理のみ委託）,2,1998,0,,0,,3500,7.5,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,8820,0
和歌山県,新宮市,新宮市クリーンセンター,9202,ストーカ式（可動）,准連続運転,DB（公設公営、運転委託）,2,2002,937888,0,924888,0,,,,,,,,,,,100,39.83,15.98,23.17,12.49,2.18,6.35,225,100,51.16,41.5,7.34,6350,7610
和歌山県,白浜町,白浜町清掃センター,8548,流動床式,准連続運転,DBM（公設公営）,2,1995,1883448,,552340,,,,,,,,,,,,100,33.1,21.2,14.4,14.7,3.8,12.8,179,100,45.4,43.6,11,7098,0
和歌山県,橋本周辺広域市町村圏組合,橋本周辺広域ごみ処理場,21619,ストーカ式（可動）,全連続運転,DB+O（公設民営、長期包括運営委託）,2,2009,9508800,3561600,5323920,1780800,500,4.9,2718,0,64,364150,5.7,,,,100,46.6,28.3,8.2,11.5,2.9,2.5,175,100,46.3,47.7,6,9200,7807
和歌山県,紀の海広域施設組合,紀の海クリーンセンター：エネルギー回収推進施設,32761,ストーカ式（可動）,全連続運転,DB+O（公設民営、長期包括運営委託）,2,2015,,,,,1950,10,10068,0,5397,74665754,18,5,,,100,46.7,26.5,16,8.2,0.9,1.7,134,100,43.5,52,4.5,11149.17,8685
鳥取県,米子市,米子市クリーンセンター,52289,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,3,2002,16403520,,,,4000,15.9,20980,,11702,147678803,18,7.062,7.062,7.062,100,52.9,20.8,3.4,21.5,1.4,0,175.9,100,46.2,50.1,3.7,8267,9133
鳥取県,鳥取県東部広域行政管理組合,リンピアいなば,54771.6,ストーカ式（可動）,全連続運転,DB+O（公設民営、長期包括運営委託）,2,2023,0,0,0,0,7000,24.1,5290,0,,,,,,,100,48.6,24.6,8.1,11.9,2.6,4.2,120,100,51.8,43.6,4.6,6910,8000
鳥取県,鳥取中部ふるさと広域連合,ほうきリサイクルセンター,26631,ストーカ式（可動）,全連続運転,DB+O（公設民営、長期包括運営委託）,2,1996,4960000,,4960000,,,,,,,,,,,,100,41.1,24.2,16.3,12.2,3,3.2,112.5,100,47.8,46.4,5.8,7825,8893
島根県,松江市,エコクリーン松江,57814,シャフト式,全連続運転,DB+O（公設民営、長期包括運営委託）,3,2010,,,,,4800,18,27578,0,14130,229859921,17,34,11,10,100,48.8,27.4,5.7,13.9,2.9,1.3,132.5,100,42.9,50.5,6.6,8440,10236
島根県,出雲市,出雲エネルギーセンター,47416,ストーカ式（可動）,全連続運転,DBO（公設民営）,2,2022,,,,,5400,25.6,31075,0,24413,445906987,18.7,10.78,9.9,6.6,100,54.2,21.9,14.5,5.4,1.5,2.5,125,100,33.8,60,6.2,10448,0
島根県,隠岐の島町,島後清掃センター,5776.02,ストーカ式（可動）,バッチ運転,DB（公設公営、直営）,2,1994,167,,167,,,,,,,,,,,,100,45.3,16.7,18.3,14.8,1.8,3.1,148,100,34,58.8,7.2,10223,10438
島根県,邑智郡総合事務組合,邑智クリーンセンター可燃ごみ共同処理施設,10765,ストーカ式（可動）,准連続運転,DB（公設公営、一部運転委託）,2,2022,1581944,0,0,0,,,,,,,,,,,100,60.5,19,8,9.5,1,2,157,100,44,51.4,4.6,8583,8657
島根県,浜田地区広域行政組合,エコクリーンセンター,21495,シャフト式,全連続運転,DBO（公設民営）,2,2006,41153280,,52450816,,1800,17,8093,0,,,,,,,100,57.5,13.5,14.9,9.8,2,2.3,218,100,47.2,48.3,4.5,7810,7415
岡山県,岡山市,岡山市東部クリーンセンター,114012,流動床式,全連続運転,DB+O（公設民営、長期包括運営委託）,3,2001,75511200,40296000,68652460.53,49432783.43,12100,18.5,41853.35,3289.059,7350.841,96590046,13.14,13.14,13.14,13.14,100,40.3,34.1,8.5,14.8,1.2,1.1,153,100,48.9,46.4,4.7,7510,9710
岡山県,岡山市,岡山市当新田環境センター,57737.19,流動床式,全連続運転,DB+O（公設民営、長期包括運営委託）,2,1994,100357639,70854696,57853021,52344745,1960,7.13,11649,0,2454.149,24443316,9.96,,,,100,37.6,25.5,13.3,18.7,2.2,2.7,178,100,46.1,49.4,4.5,8146,9898
岡山県,倉敷市,倉敷市水島清掃工場,88992.8,ストーカ式（可動）,全連続運転,DBO（公設民営）,2,1994,30590000,,17751539,,3400,13,27481,0,,,,,,,100,45.4,28.3,12,10.9,1.4,2,131.5,100,42.7,51.5,5.8,8630,10200
岡山県,玉野市,玉野市東清掃センター,16191,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,1978,84,,,,,,,,,,,,,,100,39.9,20.5,16.6,19.2,1.4,2.4,0,100,49.9,46.1,4,0,8708
岡山県,備前市,クリーンセンター備前,7880,ストーカ式（可動）,准連続運転,DB（公設公営、直営）,2,1998,1758120,,1216452,,,,,,,,,,,,100,28.8,29.5,18,22.3,0,1.4,211,100,62.6,33.1,4.3,0,4660
岡山県,赤磐市,赤磐市環境センター,10978,ストーカ式（可動）,准連続運転,DB（公設公営、一部運転委託）,2,2014,15224360,,1153340,,,,,,,,,,,,100,46.7,28.5,11.5,7,1.8,4.5,0,100,44.5,50.5,5,8615,10520
岡山県,真庭市,クリーンセンターまにわごみ処理施設,4276,ストーカ式（可動）,バッチ運転,DB（公設公営、直営）,2,1999,1317120,,773808,,,,,,,,,,,,100,60.5,20.5,7.5,8.7,1,1.8,265.5,100,49.3,46,4.7,7418,0
岡山県,美作市,美作クリーンセンター,6491,ストーカ式（可動）,准連続運転,DB（公設公営、一部運転委託）,2,2014,2813440,,2813440,,,,,,,,,,,,100,57.8,24.8,7,7.9,1,1.5,158,100,44.1,49.2,6.7,9438,8178
岡山県,岡山県西部環境整備施設組合,岡山県西部環境整備施設組合里庄清掃工場,20051,流動床式,准連続運転,DB（公設公営、一部運転委託）,2,1999,2812992,,2812992,,,,,,,,,,,,100,42.9,28.7,13.7,8.6,2.9,3.2,152,100,43.4,49.9,6.7,8313,0
岡山県,倉敷西部清掃施設組合,倉敷西部清掃施設組合清掃工場,24199,流動床式,全連続運転,DB（公設公営、運転委託）,2,1998,2822400,,1846156,,,,,,,,,,,,100,40.5,32,11.6,13.4,0.8,1.7,122,100,51.6,44.2,4.2,7033,0
岡山県,岡山県井原地区清掃施設組合,井原クリーンセンター,12867,流動床式,准連続運転,DB（公設公営、運転委託）,2,1994,3268429,,3897836,,,,,,,,,,,,100,36,31.5,12,19.6,0,0.9,216.9,100,54.5,41.9,3.6,6530,0
岡山県,総社広域環境施設組合,吉備路クリーンセンター,27577,流動床式,全連続運転,DB（公設公営、直営）,2,1997,46273920,27764352,10107620,6064572,198,0.9,606,0,,,,,,,100,40.1,27.7,17.5,11.8,1.3,1.6,155,100,48.3,46.5,5.2,9300,0
岡山県,高梁地域事務組合,高梁地域事務組合クリーンセンター,11110,ストーカ式（可動）,准連続運転,DB+O（公設民営、長期包括運営委託）,2,1998,1872640,,0,,,,,,,,,,,,100,53.6,27.5,8.1,4.7,1,5.1,109,100,37.6,49.1,13.3,9020,11080
岡山県,津山圏域資源循環施設組合,津山圏域クリーンセンター,35480,ストーカ式（可動）,全連続運転,DBO（公設民営）,2,2015,,,,,2310,14,15876,,9262,162818562,,,,,100,63.1,20.3,6.4,8.4,0.8,1,261.9,100,43.3,51.5,5.2,8610,8620
広島県,広島市,広島市中工場,130460,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,3,2003,104092800,33801600,609975,0,15200,14,53482,3620,24559,430354758,,,,,100,53,19.4,15.8,7.9,1.5,2.4,109.7,100,43.5,51.7,4.8,8658,10300
広島県,広島市,広島市安佐北工場,15562,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,1,1990,17389748,,,,,,,,,,,,,,100,65.4,10.3,14.5,7.2,0.6,2,175,100,44,47.9,8.1,7913,7838
広島県,広島市,広島市南工場,39150,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,1988,61296348,37218262,,210292,1400,14,7091,377,1812,26825207,,18.953,15.653,13.453,100,72,14,4.9,8.2,0,0.9,52,100,36.6,57.5,5.9,9921,9994
広島県,広島市,安佐南工場焼却施設,113632,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,2013,10127040,,,,10760,17,50567,693,,,,,,,100,44.4,16.7,23.3,9.6,1.5,4.5,136,100,40.7,53.6,5.7,9088,9688
広島県,呉市,クリーンセンターくれ(第3工場),70077,流動床式,全連続運転,DB+O（公設民営、長期包括運営委託）,3,2002,173376000,,,,7000,16,26993,633,3489,57382132,19,15,15,15,100,39.6,29,15.7,9.1,1.7,4.9,240.8,100,50.2,44.8,5,7173,9004
広島県,三原市,三原市清掃工場,29817,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,1999,8962,,8962,,,,,,,,,,,,100,51.3,22.8,8.8,13.2,0.3,3.6,212,100,48.3,48,3.7,7815,11453
広島県,尾道市,尾道市クリーンセンター,34500.53,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,1994,18816000,9408000,0,0,,,,,,,,,,,100,43.6,26,11.1,14.9,2,2.4,173,100,45.6,49.9,4.5,8255,10810
広島県,尾道市,尾道市因瀬クリーンセンター,6823,ストーカ式（可動）,准連続運転,DB（公設公営、直営）,2,1990,1172000,586000,73200,36600,,,,,,,,,,,100,51.9,20.8,11,10.2,3.8,2.3,149.3,100,44.8,45.8,9.4,7497,0
広島県,三次市,三次環境クリーンセンター,12260,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,1996,502,502,502,502,,,,,,,,,,,100,49.3,18.5,13.9,13.2,2.9,2.2,230,100,44.7,50.3,5,8330,9210
広島県,庄原市,庄原市備北クリーンセンター（新）,6288,ストーカ式（可動）,准連続運転,DB（公設公営、運転委託）,2,2022,7053640,,,,,,,,,,,,,,100,48.9,14.1,16.3,17.6,0.8,2.3,131.7,100,47.3,47.9,4.8,7813,8777
広島県,廿日市市,はつかいちエネルギークリーンセンター,35931.94,流動床式,全連続運転,DBO（公設民営）,2,2019,86000000,86000000,89794500,89794500,3140,21.6,17733,1015,10761,190469005,17,,,,100,60.9,21,10.1,6.3,0.3,1.4,144.3,100,42.5,52.4,5.1,8800,9990
広島県,安芸地区衛生施設管理組合,安芸クリーンセンター,29874,流動床式,全連続運転,DB（公設公営、運転委託）,2,2002,,,,,1360,12.5,7319,0,,,,,,,100,59,20.6,11.7,6.7,0.5,1.5,213.8,100,44.7,49.7,5.6,8243,9338
広島県,芸北広域環境施設組合,芸北広域きれいセンターごみ焼却処理施設,9895,ストーカ式（可動）,准連続運転,DB（公設公営、一部運転委託）,2,1995,6210000,6210000,2100000,2100000,,,,,,,,,,,100,64.8,22,2.9,6.2,1.9,2.2,150.3,100,40.7,51.9,7.4,8728,11678
広島県,広島中央環境衛生組合,広島中央エコパーク(高効率ごみ発電施設),70580,シャフト式,全連続運転,DBO（公設民営）,3,2021,,,,,6500,21.6,42780,1215,27617,436238132,,,,,100,54.1,12.1,21.7,7.3,1.1,3.7,158,100,44,49.5,6.5,8239,8427
山口県,下関市,奥山工場,90349,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,2002,275393657,49813425,212478000,1670000,6780,12,40857,0,26628,448803984,18.7,,,,100,49.6,22.3,15.4,8.7,1.4,2.6,102.7,100,43.9,51.8,4.3,8675,9803
山口県,宇部市,宇部市環境保全センター(新焼却炉),49559,流動床式,全連続運転,DB（公設公営、一部運転委託）,3,2002,126036376,7334600,,,4000,13.9,21051,993,,,,,,,100,56,19,9.6,11.9,2,1.5,108,100,46.1,48.7,5.2,8205,8862
山口県,山口市,山口市清掃工場,57869,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,2,1998,25356240,23102352,22360000,20201777,3600,17.9,22551,0,16286,207804718,,,13,13,100,51.6,21,15,7.7,1.5,3.2,116,100,41.9,53.7,4.4,9053,10730
山口県,防府市,防府市クリーンセンター可燃ごみ処理施設焼却施設,31181,ストーカ式（可動）,全連続運転,DBO（公設民営）,2,2014,,,,,3600,23.5,15920,2503,,,,,,,100,52.8,15.8,9,19.4,2,1,222,100,51.1,45.2,3.7,7220,6990
山口県,岩国市,サンライズクリーンセンター,38243,ストーカ式（可動）,全連続運転,DBO（公設民営）,2,2019,,5204000,,129449,3900,15.5,18543,390,,,,,,,100,68.79,7.87,14.84,6.45,0.39,1.66,203.1,100,45.1,49.1,5.8,8112,7598
山口県,山陽小野田市,山陽小野田市環境衛生センター,17389,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,2015,2481,,2481,,,,,,,,,,,,100,60.7,19.7,10,8.3,0.1,1.2,145,100,46.3,49.6,4.1,0,8652
山口県,周南地区衛生施設組合,恋路クリーンセンター,63682,流動床式,全連続運転,DB（公設公営、運転委託）,3,1995,152893440,84672000,24179400,20578824,1980,6.88,8333,0,,,,,,,100,46.9,13.5,16.3,21.7,0.2,1.4,168,100,53.3,40.7,6,6327,6517
山口県,萩・長門清掃一部事務組合,萩・長門清掃工場,26757,ストーカ式（可動）,全連続運転,DBO（公設民営）,2,2015,4581480,,4481064,,60,0.10304,63,,,,,,,,100,49.8,20.3,12.8,13.4,0.7,3,160,100,46.5,50,3.5,8240,10260
徳島県,徳島市,徳島市西部環境事務所,36317,ストーカ式（可動）,全連続運転,DB（公設公営、直営）,2,1991,20,0,0,0,,,,,,,,,,,100,58.2,18.1,11,7,3.4,2.3,174,100,43.4,50.5,6.1,0,9875
徳島県,徳島市,徳島市東部環境事務所,36951,ストーカ式（可動）,全連続運転,DB（公設公営、直営）,2,1979,0,0,0,0,,,,,,,,,,,100,59.2,6.9,2.3,13,15.6,3,217,100,48.2,47.1,4.7,0,8611
徳島県,鳴門市,鳴門市クリーンセンターごみ焼却場,16233,流動床式,全連続運転,DB（公設公営、一部運転委託）,2,2008,3360,,0,,,,,,,,,,,,100,64.1,18.5,8.5,2,0.5,6.4,196,100,37.6,57.4,5,9870,11500
徳島県,小松島市,小松島市環境衛生センター,11891,ストーカ式（可動）,准連続運転,DB（公設公営、運転委託）,2,1983,20,,20,,,,,,,,,,,,100,51.7,17.6,16,9.5,2.5,2.7,152,100,44.2,47.9,7.9,16975,9540
徳島県,阿南市,阿南市クリーンセンター,0,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,1990,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
徳島県,阿南市,エコパーク阿南,18807,ストーカ式（可動）,全連続運転,DB+O（公設民営、長期包括運営委託）,2,2013,919800,0,47574,0,1420,12,6443,0,1724,23936982,17,,,,100,63.25,10.41,11.07,9.12,1.58,4.57,144.5,100,46.08,47.87,6.05,7860,8097.5
徳島県,那賀町,那賀町クリーンセンター,1562,ストーカ式（可動）,バッチ運転,その他公設公営,1,2020,265229,,320565,,,,,,,,,,,,100,49.1,27.3,1.4,16.9,2,3.3,225,100,52.1,43.1,4.8,10783,8773
徳島県,美馬環境整備組合,クリーンセンター美馬,8968,流動床式,准連続運転,DB（公設公営、直営）,2,1997,2510,1673,2510,1673,,,,,,,,,,,100,48.1,31.6,2.8,11.7,2.9,2.9,0,100,46.6,47.8,5.6,7535,8953
徳島県,中央広域環境施設組合,中央広域環境センター,28462,シャフト式,全連続運転,DB（公設公営、運転委託）,2,2005,58050,,21752,,1800,12.12,8914,,,,,,,,100,48.54,36.19,4.51,7.35,1.45,1.96,123,100,43.47,51.87,4.66,8680,11340
徳島県,みよし広域連合,清掃センター,12015,ストーカ式（可動）,准連続運転,DB（公設公営、直営）,2,1981,0,0,0,0,,,,,,,,,,,100,58.6,24,1.4,10.5,1.6,3.9,208.5,100,51.9,43.4,4.7,6901,8468
香川県,高松市,高松市南部クリーンセンター,57507,流動床式,全連続運転,その他公設民営,3,2003,303750000,35031240,275729000,5994982,2800,11.28,16962,0,1978,33069343,18.7,11,11,11,100,54.9,11,17.6,11.8,1.4,3.3,180,100,47.3,47.3,5.4,0,8335
香川県,高松市,高松市西部クリーンセンター,58607,ストーカ式（可動）,全連続運転,DB（公設公営、直営）,2,1988,69861120,7326380,25494467,9640200,3000,9.58,17214,0,11500,181480410,,15.78,15.78,15.78,100,68,12.6,9.7,6,1,2.7,114.8,100,41.3,53.3,5.4,9644,9007
香川県,小豆地区広域行政事務組合,小豆地区広域行政事務組合小豆島クリーンセンター,9751,ストーカ式（可動）,准連続運転,DB（公設公営、直営）,2,1994,113,,92,,,,,,,,,,,,100,33.9,15.7,38.5,6.5,0.4,5,116.8,100,46.6,47.6,5.8,7785.8,8946
香川県,中讃広域行政事務組合,クリントピア丸亀,41565,流動床式,全連続運転,DB+M（公設公営、維持管理のみ委託）,2,1997,7951096,,3062537,,1950,7.19,9553,0,1885,16583789,8,8,8,8,100,51.8,33.3,6.1,5.6,0.1,3.1,143,100,43.7,51.9,4.4,8678,11505
香川県,中讃広域行政事務組合,仲善クリーンセンター,12957,ストーカ式（可動）,准連続運転,DB+O（公設民営、長期包括運営委託）,2,1997,752640,,35186,,,,,,,,,,,,100,55,28.1,8.7,5.7,0.3,2.2,120.5,100,36.4,58.5,5.1,10139,12705
香川県,坂出、宇多津広域行政事務組合,坂出、宇多津広域行政事務組合角山環境センター,18657,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,2,1985,2,2,2,2,,,,,,,,,,,100,46.6,29.1,4.8,15.8,1.1,2.6,212,100,50.7,44.4,4.9,0,9562
香川県,香川県東部清掃施設組合,香川東部溶融クリーンセンター,28872,シャフト式,全連続運転,DB（公設公営、一部運転委託）,3,1997,42050496,,49528270,,2700,8.63,7954,0,493,4342539,,,,,100,43.9,20.4,10.3,8.3,5.5,11.6,158.33,100,38.7,46.9,14.4,7863,9708
愛媛県,松山市,松山市南クリーンセンター,41720,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,3,1994,223821965,140939366,119752614,11526451,1950,8.61,9540,0,2791,24563963,,8.8,8.8,8.8,100,41.9,17.2,23.8,6.6,2.5,8,205,100,44.4,47.8,7.8,7872,9557
愛媛県,松山市,松山市西クリーンセンター,89809,ストーカ式（可動）,全連続運転,DBO（公設民営）,3,2013,6189120,0,460704,0,6600,18.7,40246,0,22177,286081107,12.9,,,,100,43.6,19.2,11.8,12.3,1.1,12,223.9,100,52.7,41.7,5.6,6523,7252
愛媛県,今治市,今治市クリーンセンター　可燃ごみ処理施設,47061,ストーカ式（可動）,全連続運転,DBO（公設民営）,2,2018,,,,,3800,15.5,22923,196,13982,249065463,17,,15,15,100,49.7,23.7,11.6,7.6,2.9,4.5,104.4,100,40.3,51,8.7,11324,10386
愛媛県,八幡浜市,八幡浜市環境センター,18446.66,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,1996,0,,0,,,,,,,,,,,,100,47.6,19.6,8.2,18.1,1.9,4.6,122.7,100,53.5,40.6,5.9,6310,6309
愛媛県,新居浜市,新居浜市清掃センター,33642.66,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,3,2002,141174335,,66990000,,1950,11.98,12897.57,0,,,,,,,100,46.1,22.3,11.2,15.3,3.5,1.6,123,100,33.4,60.7,5.9,10585,0
愛媛県,大洲市,大洲市環境センター,11929,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,1991,145,,145,,,,,,,,,,,,100,53.1,31.3,5.8,7.7,0,2.1,136.5,100,40.5,54.7,4.8,9263,9493
愛媛県,四国中央市,四国中央市クリーンセンター,29195,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,3,2000,14366400,0,59860,0,,,,,,,,,,,100,39.7,29.1,10,12.6,2.4,6.2,101.84,100,51.1,43.4,5.5,8560,6890
愛媛県,内子町,内子町クリーンセンター,3386,ストーカ式（可動）,准連続運転,DB（公設公営、運転委託）,2,1998,493.92,,8316,,,,,,,,,,,,100,63.3,22.6,4.58,4.85,3.38,1.29,116,100,39.62,52.9,7.48,8971,10591
愛媛県,宇和島地区広域事務組合,宇和島地区広域事務組合　環境センター,30760,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,2,2017,,,,,2500,14,16403,134,12170,165606447,19,8,8,8,100,53.92,24.37,8.78,6.98,2.01,3.94,0,0,0,0,0,16840,20568
高知県,高知市,高知市清掃工場,108357,ストーカ式（可動）,全連続運転,その他公設公営,3,2001,116058096,82898640,15467436,3845800,9000,17.4,55704,1556,,,,,,,100,61.6,21.9,7.6,5.7,0.5,2.7,0,100,42.8,50.6,6.6,0,11010
高知県,高吾北広域町村事務組合,高吾北清掃センター,6412,ストーカ式（可動）,全連続運転,DB（公設公営、直営）,2,1993,21473,,22861,,,,,,,,,,,,100,60.5,19.5,5.2,10.4,0.6,3.8,183.3,100,48.5,46.4,5.1,6950,8593
高知県,香南清掃組合,香南清掃組合まほろばクリーンセンター,25984,ストーカ式（可動）,全連続運転,DB（公設公営、直営）,2,2017,792960,327040,722864,190384,1520,12.4,7118,0,3248,42893023,17,,,,100,58.5,22.2,10.1,4.8,0.8,3.6,0,100,45.9,46.1,8,7190,7617
高知県,幡多広域市町村圏事務組合,幡多クリーンセンター,29120,シャフト式,全連続運転,DB（公設公営、運転委託）,2,2002,74338496,,74338496,,1890,8,7888,0,1081,17781403,,,16,,100,46.4,17.6,21.6,5.2,6.3,2.9,0,100,34.8,56.3,8.9,9732,11657
高知県,安芸広域市町村圏事務組合,安芸広域メルトセンター,16159,シャフト式,全連続運転,DB（公設公営、運転委託）,2,2005,3732480,,2764800,,1700,9.8,5444,,744,6553197,,,,,100,44.13,28.57,9.82,3.66,3.15,10.67,155.67,100,34.8,57.04,8.16,9877.5,12431.67
高知県,高知中央西部焼却処理事務組合,北原クリーンセンター,12926,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,2,2001,1883,1674,0,0,,,,,,,,,,,100,54.1,21.5,7.9,12.4,0.9,3.2,118,100,40.6,53.5,5.9,11020,9060
福岡県,北九州市,北九州市新門司工場,136840,シャフト式,全連続運転,DB（公設公営、運転委託）,3,2007,2325792,1271312,1385012,1011750,23500,24,74817,130,42437,629226312,,,,,100,49,13.7,17.5,7.9,11,0.9,200,100,37.4,52.3,10.3,8921,9758
福岡県,北九州市,北九州市日明工場,105169,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,3,1991,141630720,137381798,28116,0,6000,10,33136,13979,6053,49002348,,,,,100,48.8,12.4,18.1,7.8,11.5,1.4,210,100,35.1,54.1,10.8,9314,9725
福岡県,北九州市,北九州市皇后崎工場,170010,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,3,1998,17498880,1608768,29023680,0,17200,16.9,90992,9826,55764,462436650,,,,,100,47.1,13.1,19.3,8,11.5,1,200,100,37.1,52.4,10.5,8947,9775
福岡県,福岡市,福岡市臨海工場,168121.24,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,3,2001,7444954,0,,,25000,17.4,95622.61,0,62844.24,747280845,,11.89,11.89,11.89,100,47.2,29.2,7.5,8.8,2.3,5,210,100,36.6,58.1,5.3,12459.1,12000
福岡県,福岡市,福岡市西部工場,108427.59,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,3,1992,110553408,38974522,10276949,5215614,10000,9.2,43258.67,2167,18122.26,166722530,,11.25,10.48,8.06,100,47.8,29.9,5.6,11.2,2.2,3.3,190,100,40.1,53.8,6.1,11884.2,11800
福岡県,久留米市,久留米市上津クリーンセンター,44607.99,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,3,1993,55527360,28089600,,,1500,8.76,8207.34,,1783.34,17600903,,,10.23,8.03,100,44,30.6,7.8,12.1,2,3.5,175,100,47.4,46.9,5.7,0,10125
福岡県,久留米市,久留米市宮ノ陣クリーンセンター,31458,ストーカ式（可動）,全連続運転,DBO（公設民営）,2,2016,39748800,39748800,,,3560,21.5,17602.144,,,,,,,,100,44.8,29.9,9.9,10.6,2,2.8,170,100,37.9,55,7.1,0,12803
福岡県,大川市,大川市清掃センター,9277,流動床式,准連続運転,DB（公設公営、直営）,2,1992,7540,,6625,,,,,,,,,,,,100,43.8,27.6,15.3,9.5,0.5,3.3,128,100,48,48.2,3.8,1880,2210
福岡県,糸島市,糸島市クリーンセンターごみ処理場,31271,シャフト式,全連続運転,DB（公設公営、一部運転委託）,2,1999,53487000,0,18329000,,3000,12,11098,,2815,24670047,,14,13,5,100,46.1,26.6,9.8,11.5,1.9,4.1,222.3,100,47,47.5,5.5,7763,8445
福岡県,玄界環境組合,古賀清掃工場焼却施設,51470.48,回転式,全連続運転,DB（公設公営、運転委託）,2,2003,,,,,4500,14.6,21617.83,602.812,,,,,,,100,56.275,25.775,4.875,8.625,1.55,2.9,229.75,100,41.725,51.75,6.525,8697,10863
福岡県,玄界環境組合,宗像清掃工場ガス化溶融施設,32569,シャフト式,全連続運転,DB（公設公営、運転委託）,2,2003,90499600,0,60485,0,2400,14,11516,354,2023,23309205,,,,,100,41.7,27.8,12.1,12.3,2.3,3.8,242,100,49.7,44.7,5.6,9418,7167
福岡県,八女西部広域事務組合,八女西部クリーンセンター,34717,回転式,全連続運転,DB（公設公営、運転委託）,2,2000,86461200,,66326400,,1950,11.4,10574,,,,,,,,100,50.8,27.13,4.5,13.65,1.35,2.57,160,100,42.4,52.1,5.5,2615,10965
福岡県,田川郡東部環境衛生施設組合,田川郡東部じん芥処理センター,7957,ストーカ式（可動）,バッチ運転,その他公設公営,2,1996,1295,,1295,,,,,,,,,,,,100,46.2,30.4,8.2,10.8,1.5,2.9,163,100,45.3,49.5,5.2,10495,0
福岡県,甘木・朝倉・三井環境施設組合,廃棄物再生処理センター「サン・ポート」ごみ処理施設,30527,シャフト式,全連続運転,DB（公設公営、運転委託）,2,2003,,,,,1880,13.82,11729,1453,1453,12497949,,10,9.5,6.8,100,46.5,27.2,13.4,9.5,0.9,2.5,126,100,47.4,48.2,4.4,0,9640
